season_id,season_name,season_year,season_url,candidate_name,gender_raw,age_raw,profession_raw,final_position_raw,final_exit_order,final_exit_order_normalized,departure_day_raw,departure_description_raw,departure_type_normalized,departure_category,departure_model_category,departure_classification_reason,needs_departure_enrichment,departure_is_definitive,returned_to_game,first_exit_order,second_exit_order,returned_after_medical_replacement,same_day_exit_group,exit_order_ambiguity,exit_order_review_required,analysis_exit_order,analysis_exit_rule,all_cause_exit_event,censored_at_end,source_row_number,scraped_at
KL25,Koh-Lanta : Le Totem Maudit,2022,https://en.wikipedia.org/wiki/Koh-Lanta:_Le_Totem_Maudit,"Céline ""Lili"" Gasnier",,40,,1st Voted Out Day 2,1,0.0,Day 2,1st Voted Out Day 2,CONSEIL,DECISION_AVENTURIERS,DECISION_AVENTURIERS,Voted Out: élimination par conseil,False,True,False,1,,False,,False,False,1,STANDARD,1,False,1,2026-07-21T01:21:35.402470+00:00
KL25,Koh-Lanta : Le Totem Maudit,2022,https://en.wikipedia.org/wiki/Koh-Lanta:_Le_Totem_Maudit,Céline Dufrenoy,,41,,2nd Voted Out Day 3,2,0.041667,Day 3,2nd Voted Out Day 3,CONSEIL,DECISION_AVENTURIERS,DECISION_AVENTURIERS,Voted Out: élimination par conseil,False,True,False,2,,False,,False,False,2,STANDARD,1,False,2,2026-07-21T01:21:35.402470+00:00
KL25,Koh-Lanta : Le Totem Maudit,2022,https://en.wikipedia.org/wiki/Koh-Lanta:_Le_Totem_Maudit,Franck Macia,,52,,Left Competition Day 4,3,0.083333,Day 4,Left Competition Day 4,INDETERMINE,INDETERMINE,AUTRE_SORTIE,Left Competition: ambigu,True,True,False,3,,False,,False,False,3,STANDARD,1,False,3,2026-07-21T01:21:35.402470+00:00
KL25,Koh-Lanta : Le Totem Maudit,2022,https://en.wikipedia.org/wiki/Koh-Lanta:_Le_Totem_Maudit,Mattéo Real,,20,,3rd Voted Out Day 6,4,0.125,Day 6,3rd Voted Out Day 6,CONSEIL,DECISION_AVENTURIERS,DECISION_AVENTURIERS,Voted Out: élimination par conseil,False,True,False,4,,False,,False,False,4,STANDARD,1,False,4,2026-07-21T01:21:35.402470+00:00
KL25,Koh-Lanta : Le Totem Maudit,2022,https://en.wikipedia.org/wiki/Koh-Lanta:_Le_Totem_Maudit,Samira Aït-Brahim,,34,,4th Voted Out Day 9,5,0.166667,Day 9,4th Voted Out Day 9,CONSEIL,DECISION_AVENTURIERS,DECISION_AVENTURIERS,Voted Out: élimination par conseil,False,True,False,5,,False,,False,False,5,STANDARD,1,False,5,2026-07-21T01:21:35.402470+00:00
KL25,Koh-Lanta : Le Totem Maudit,2022,https://en.wikipedia.org/wiki/Koh-Lanta:_Le_Totem_Maudit,Benjamin Breerette,,24,,5th Voted Out Day 11,6,0.208333,Day 11,5th Voted Out Day 11,CONSEIL,DECISION_AVENTURIERS,DECISION_AVENTURIERS,Voted Out: élimination par conseil,False,True,False,6,,False,,False,False,6,STANDARD,1,False,6,2026-07-21T01:21:35.402470+00:00
KL25,Koh-Lanta : Le Totem Maudit,2022,https://en.wikipedia.org/wiki/Koh-Lanta:_Le_Totem_Maudit,Stéphanie Tribot Returned to Game,,,,6th Voted Out Day 15,7,0.25,Day 15,6th Voted Out Day 15,CONSEIL,DECISION_AVENTURIERS,DECISION_AVENTURIERS,Voted Out: élimination par conseil,False,True,False,7,,False,,False,False,7,STANDARD,1,False,7,2026-07-21T01:21:35.402470+00:00
KL25,Koh-Lanta : Le Totem Maudit,2022,https://en.wikipedia.org/wiki/Koh-Lanta:_Le_Totem_Maudit,Jean-Philippe Masy,,36,,Medically Evacuated Day 16,8,0.291667,Day 16,Medically Evacuated Day 16,ABANDON_MEDICAL,SANTE_ABANDON,AUTRE_SORTIE,Évacuation médicale,False,True,False,8,,False,,False,False,8,STANDARD,1,False,8,2026-07-21T01:21:35.402470+00:00
KL25,Koh-Lanta : Le Totem Maudit,2022,https://en.wikipedia.org/wiki/Koh-Lanta:_Le_Totem_Maudit,Stéphanie Tribot,,35,,7th Voted Out Day 17,9,0.333333,Day 17,7th Voted Out Day 17,CONSEIL,DECISION_AVENTURIERS,DECISION_AVENTURIERS,Voted Out: élimination par conseil,False,True,False,9,,False,,False,False,9,STANDARD,1,False,9,2026-07-21T01:21:35.402470+00:00
KL25,Koh-Lanta : Le Totem Maudit,2022,https://en.wikipedia.org/wiki/Koh-Lanta:_Le_Totem_Maudit,Alexandra Élizé,,35,,8th Voted Out Day 20,10,0.375,Day 20,8th Voted Out Day 20,CONSEIL,DECISION_AVENTURIERS,DECISION_AVENTURIERS,Voted Out: élimination par conseil,False,True,False,10,,False,,False,False,10,STANDARD,1,False,10,2026-07-21T01:21:35.402470+00:00
KL25,Koh-Lanta : Le Totem Maudit,2022,https://en.wikipedia.org/wiki/Koh-Lanta:_Le_Totem_Maudit,Setha El Hajjami,,35,,9th Voted Out Day 22,11,0.416667,Day 22,9th Voted Out Day 22,CONSEIL,DECISION_AVENTURIERS,DECISION_AVENTURIERS,Voted Out: élimination par conseil,False,True,False,11,,False,,False,False,11,STANDARD,1,False,11,2026-07-21T01:21:35.402470+00:00
KL25,Koh-Lanta : Le Totem Maudit,2022,https://en.wikipedia.org/wiki/Koh-Lanta:_Le_Totem_Maudit,Colin Mottas,,25,,10th Voted Out 1st Jury Member Day 23,12,0.458333,Day 23,10th Voted Out 1st Jury Member Day 23,CONSEIL,DECISION_AVENTURIERS,DECISION_AVENTURIERS,Voted Out: élimination par conseil,False,True,False,12,,False,,False,False,12,STANDARD,1,False,12,2026-07-21T01:21:35.402470+00:00
KL25,Koh-Lanta : Le Totem Maudit,2022,https://en.wikipedia.org/wiki/Koh-Lanta:_Le_Totem_Maudit,Pauline Pourchaire,,24,,Eliminated 2nd Jury Member Day 25,13,0.5,Day 25,Eliminated 2nd Jury Member Day 25,INDETERMINE,INDETERMINE,AUTRE_SORTIE,Eliminated sans précision du mécanisme,True,True,False,13,,False,Day 25,True,True,13,STANDARD,1,False,13,2026-07-21T01:21:35.402470+00:00
KL25,Koh-Lanta : Le Totem Maudit,2022,https://en.wikipedia.org/wiki/Koh-Lanta:_Le_Totem_Maudit,Yannick Zachée,,34,,11th Voted Out 3rd Jury Member Day 25,14,0.541667,Day 25,11th Voted Out 3rd Jury Member Day 25,CONSEIL,DECISION_AVENTURIERS,DECISION_AVENTURIERS,Voted Out: élimination par conseil,False,True,False,14,,False,Day 25,True,True,14,STANDARD,1,False,14,2026-07-21T01:21:35.402470+00:00
KL25,Koh-Lanta : Le Totem Maudit,2022,https://en.wikipedia.org/wiki/Koh-Lanta:_Le_Totem_Maudit,Anne-Sophie Mounier,,34,,12th Voted Out 4th Jury Member Day 28,15,0.583333,Day 28,12th Voted Out 4th Jury Member Day 28,CONSEIL,DECISION_AVENTURIERS,DECISION_AVENTURIERS,Voted Out: élimination par conseil,False,True,False,15,,False,,False,False,15,STANDARD,1,False,15,2026-07-21T01:21:35.402470+00:00
KL25,Koh-Lanta : Le Totem Maudit,2022,https://en.wikipedia.org/wiki/Koh-Lanta:_Le_Totem_Maudit,Maxime Tournoux,,33,,13th Voted Out 5th Jury Member Day 31,16,0.625,Day 31,13th Voted Out 5th Jury Member Day 31,CONSEIL,DECISION_AVENTURIERS,DECISION_AVENTURIERS,Voted Out: élimination par conseil,False,True,False,16,,False,Day 31,True,True,16,STANDARD,1,False,16,2026-07-21T01:21:35.402470+00:00
KL25,Koh-Lanta : Le Totem Maudit,2022,https://en.wikipedia.org/wiki/Koh-Lanta:_Le_Totem_Maudit,Louana Roy,,28,,Eliminated 6th Jury Member Day 31,17,0.666667,Day 31,Eliminated 6th Jury Member Day 31,INDETERMINE,INDETERMINE,AUTRE_SORTIE,Eliminated sans précision du mécanisme,True,True,False,17,,False,Day 31,True,True,17,STANDARD,1,False,17,2026-07-21T01:21:35.402470+00:00
KL25,Koh-Lanta : Le Totem Maudit,2022,https://en.wikipedia.org/wiki/Koh-Lanta:_Le_Totem_Maudit,Fouzi Ould Bouamama,,28,,Eliminated 7th Jury Member Day 33,18,0.708333,Day 33,Eliminated 7th Jury Member Day 33,INDETERMINE,INDETERMINE,AUTRE_SORTIE,Eliminated sans précision du mécanisme,True,True,False,18,,False,,False,False,18,STANDARD,1,False,18,2026-07-21T01:21:35.402470+00:00
KL25,Koh-Lanta : Le Totem Maudit,2022,https://en.wikipedia.org/wiki/Koh-Lanta:_Le_Totem_Maudit,Nicolas Bellon,,39,,14th Voted Out 8th Jury Member Day 34,19,0.75,Day 34,14th Voted Out 8th Jury Member Day 34,CONSEIL,DECISION_AVENTURIERS,DECISION_AVENTURIERS,Voted Out: élimination par conseil,False,True,False,19,,False,,False,False,19,STANDARD,1,False,19,2026-07-21T01:21:35.402470+00:00
