candidate_season_key,season_id,season_name,candidate_name,age_found,age_value,age_source_url,age_source_excerpt,age_source_quality,age_confidence,gender_found,gender_normalized,gender_source_url,gender_source_excerpt,gender_source_quality,gender_confidence,profession_found,profession_raw,profession_normalized,profession_source_url,profession_source_excerpt,profession_source_quality,profession_confidence,sport_evidence_found,explicit_sport_activity,sport_name,sport_frequency,sport_intensity,competition_level,years_of_practice,muscularity_evidence_found,documented_muscular_build,muscularity_evidence_text,physical_source_url_1,physical_source_excerpt_1,physical_source_quality_1,physical_source_url_2,physical_source_excerpt_2,physical_source_quality_2,proposed_physical_score,physical_positive_reason,physical_zero_reason,physical_score_justification,physical_score_confidence,research_status,researcher_notes,manual_reviewer_decision
KL31::candice boisson,KL31,Koh-Lanta : L'Île au trésor,Candice Boisson,True,19,https://kohlanta.fandom.com/fr/wiki/Koh-Lanta_%3A_L%27%C3%AEle_au_tr%C3%A9sor,Candice Boisson — 19 ans.,SECONDARY_DATABASE,HIGH,True,FEMALE,https://kohlanta.fandom.com/fr/wiki/Candice_Boisson,Le profil de Candice Boisson présente le candidat dans la catégorie FEMALE.,SECONDARY_DATABASE,HIGH,True,Championne de wakeboard,Championne de wakeboard,https://kohlanta.fandom.com/fr/wiki/Koh-Lanta_%3A_L%27%C3%AEle_au_tr%C3%A9sor,Candice Boisson — profession : Championne de wakeboard.,SECONDARY_DATABASE,HIGH,True,"Quintuple championne de France et vice-championne d’Europe de wakeboard, pratiquant au plus haut niveau.",Wakeboard,,Très élevée,Quintuple championne de France ; vice-championne d’Europe,,False,False,,https://kohlanta.fandom.com/fr/wiki/Candice_Boisson,"Quintuple championne de France et vice-championne d’Europe de wakeboard, pratiquant au plus haut niveau.",SECONDARY_DATABASE,https://kohlanta.fandom.com/fr/wiki/Koh-Lanta_%3A_L%27%C3%AEle_au_tr%C3%A9sor,"Tableau de saison : 19 ans, profession Championne de wakeboard.",SECONDARY_DATABASE,1,ELITE_COMPETITIVE_SPORT,,"Quintuple championne de France et vice-championne d’Europe de wakeboard, pratiquant au plus haut niveau. Cet élément satisfait le critère positif.",HIGH,COMPLETE,Recherche fondée sur les tableaux de saison et les profils individuels disponibles. Les performances réalisées pendant l’émission ne sont pas utilisées comme preuve physique.,ACCEPT_PROPOSAL
KL31::bruno troester,KL31,Koh-Lanta : L'Île au trésor,Bruno Troester,True,56,https://kohlanta.fandom.com/fr/wiki/Koh-Lanta_%3A_L%27%C3%AEle_au_tr%C3%A9sor,Bruno Troester — 56 ans.,SECONDARY_DATABASE,HIGH,True,MALE,https://kohlanta.fandom.com/fr/wiki/Bruno_Troester,Le profil de Bruno Troester présente le candidat dans la catégorie MALE.,SECONDARY_DATABASE,HIGH,True,Artisan décorateur,Artisan décorateur,https://kohlanta.fandom.com/fr/wiki/Koh-Lanta_%3A_L%27%C3%AEle_au_tr%C3%A9sor,Bruno Troester — profession : Artisan décorateur.,SECONDARY_DATABASE,HIGH,False,,,,,,,False,False,,https://kohlanta.fandom.com/fr/wiki/Bruno_Troester,"Le portrait le décrit comme dynamique, mais ne documente ni sport intensif, ni musculature, ni profession directement physique selon les critères retenus.",SECONDARY_DATABASE,https://kohlanta.fandom.com/fr/wiki/Koh-Lanta_%3A_L%27%C3%AEle_au_tr%C3%A9sor,"Tableau de saison : 56 ans, profession Artisan décorateur.",SECONDARY_DATABASE,0,,COMPLETE_PROFILE_NO_QUALIFYING_INDICATOR,"Le portrait le décrit comme dynamique, mais ne documente ni sport intensif, ni musculature, ni profession directement physique selon les critères retenus. Le score proposé est donc 0.",MEDIUM,COMPLETE,Recherche fondée sur les tableaux de saison et les profils individuels disponibles. Les performances réalisées pendant l’émission ne sont pas utilisées comme preuve physique.,ACCEPT_PROPOSAL
KL31::freddy bolzer,KL31,Koh-Lanta : L'Île au trésor,Freddy Bolzer,True,28,https://kohlanta.fandom.com/fr/wiki/Koh-Lanta_%3A_L%27%C3%AEle_au_tr%C3%A9sor,Freddy Bolzer — 28 ans.,SECONDARY_DATABASE,HIGH,True,MALE,https://kohlanta.fandom.com/fr/wiki/Freddy_Bolzer,Le profil de Freddy Bolzer présente le candidat dans la catégorie MALE.,SECONDARY_DATABASE,HIGH,True,Chauffeur de bus,Chauffeur de bus,https://kohlanta.fandom.com/fr/wiki/Koh-Lanta_%3A_L%27%C3%AEle_au_tr%C3%A9sor,Freddy Bolzer — profession : Chauffeur de bus.,SECONDARY_DATABASE,HIGH,False,,,,,,,False,False,,https://kohlanta.fandom.com/fr/wiki/Freddy_Bolzer,Le profil documente son métier de chauffeur de bus sans pratique sportive intensive ni musculature explicite avant la saison.,SECONDARY_DATABASE,https://kohlanta.fandom.com/fr/wiki/Koh-Lanta_%3A_L%27%C3%AEle_au_tr%C3%A9sor,"Tableau de saison : 28 ans, profession Chauffeur de bus.",SECONDARY_DATABASE,0,,COMPLETE_PROFILE_NO_QUALIFYING_INDICATOR,Le profil documente son métier de chauffeur de bus sans pratique sportive intensive ni musculature explicite avant la saison. Le score proposé est donc 0.,MEDIUM,COMPLETE,Recherche fondée sur les tableaux de saison et les profils individuels disponibles. Les performances réalisées pendant l’émission ne sont pas utilisées comme preuve physique.,ACCEPT_PROPOSAL
KL31::jesta hillmann,KL31,Koh-Lanta : L'Île au trésor,Jesta Hillmann,True,24,https://kohlanta.fandom.com/fr/wiki/Koh-Lanta_%3A_L%27%C3%AEle_au_tr%C3%A9sor,Jesta Hillmann — 24 ans.,SECONDARY_DATABASE,HIGH,True,FEMALE,https://kohlanta.fandom.com/fr/wiki/Jesta_Hillmann,Le profil de Jesta Hillmann présente le candidat dans la catégorie FEMALE.,SECONDARY_DATABASE,HIGH,True,Étudiante en ressources humaines,Étudiante en ressources humaines,https://kohlanta.fandom.com/fr/wiki/Koh-Lanta_%3A_L%27%C3%AEle_au_tr%C3%A9sor,Jesta Hillmann — profession : Étudiante en ressources humaines.,SECONDARY_DATABASE,HIGH,False,,,,,,,False,False,,https://kohlanta.fandom.com/fr/wiki/Jesta_Hillmann,Son portrait indique explicitement qu’elle n’a rien d’une sportive.,SECONDARY_DATABASE,https://kohlanta.fandom.com/fr/wiki/Koh-Lanta_%3A_L%27%C3%AEle_au_tr%C3%A9sor,"Tableau de saison : 24 ans, profession Étudiante en ressources humaines.",SECONDARY_DATABASE,0,,EXPLICIT_NON_ATHLETIC_PROFILE,Son portrait indique explicitement qu’elle n’a rien d’une sportive. Le score proposé est donc 0.,HIGH,COMPLETE,Recherche fondée sur les tableaux de saison et les profils individuels disponibles. Les performances réalisées pendant l’émission ne sont pas utilisées comme preuve physique.,ACCEPT_PROPOSAL
KL31::benoît assadi,KL31,Koh-Lanta : L'Île au trésor,Benoît Assadi,True,22,https://kohlanta.fandom.com/fr/wiki/Koh-Lanta_%3A_L%27%C3%AEle_au_tr%C3%A9sor,Benoît Assadi — 22 ans.,SECONDARY_DATABASE,HIGH,True,MALE,https://kohlanta.fandom.com/fr/wiki/Beno%C3%AEt_Assadi,Le profil de Benoît Assadi présente le candidat dans la catégorie MALE.,SECONDARY_DATABASE,HIGH,True,Entraîneur de football,Entraîneur de football,https://kohlanta.fandom.com/fr/wiki/Koh-Lanta_%3A_L%27%C3%AEle_au_tr%C3%A9sor,Benoît Assadi — profession : Entraîneur de football.,SECONDARY_DATABASE,HIGH,True,Entraîneur de football et ancien candidat au football professionnel.,Football,,Élevée,,,False,False,,https://kohlanta.fandom.com/fr/wiki/Beno%C3%AEt_Assadi,Entraîneur de football et ancien candidat au football professionnel.,SECONDARY_DATABASE,https://kohlanta.fandom.com/fr/wiki/Koh-Lanta_%3A_L%27%C3%AEle_au_tr%C3%A9sor,"Tableau de saison : 22 ans, profession Entraîneur de football.",SECONDARY_DATABASE,1,DIRECT_PHYSICAL_PROFESSION,,Entraîneur de football et ancien candidat au football professionnel. Cet élément satisfait le critère positif.,HIGH,COMPLETE,Recherche fondée sur les tableaux de saison et les profils individuels disponibles. Les performances réalisées pendant l’émission ne sont pas utilisées comme preuve physique.,ACCEPT_PROPOSAL
KL32::françois,KL32,Koh-Lanta : Les 4 Terres,François,True,47,https://kohlanta.fandom.com/fr/wiki/Koh-Lanta_%3A_Les_4_Terres,François — 47 ans.,SECONDARY_DATABASE,HIGH,True,MALE,https://kohlanta.fandom.com/fr/wiki/Koh-Lanta_%3A_Les_4_Terres,Le profil de François présente le candidat dans la catégorie MALE.,SECONDARY_DATABASE,HIGH,True,Négociant en matériaux,Négociant en matériaux,https://kohlanta.fandom.com/fr/wiki/Koh-Lanta_%3A_Les_4_Terres,François — profession : Négociant en matériaux.,SECONDARY_DATABASE,HIGH,False,,,,,,,False,False,,https://kohlanta.fandom.com/fr/wiki/Koh-Lanta_%3A_Les_4_Terres,Le tableau de saison documente une activité commerciale dans les matériaux sans preuve d’une pratique sportive intensive ou d’un travail physique direct.,SECONDARY_DATABASE,https://kohlanta.fandom.com/fr/wiki/Koh-Lanta_%3A_Les_4_Terres,"Tableau de saison : 47 ans, profession Négociant en matériaux.",SECONDARY_DATABASE,0,,COMPLETE_PROFILE_NO_QUALIFYING_INDICATOR,Le tableau de saison documente une activité commerciale dans les matériaux sans preuve d’une pratique sportive intensive ou d’un travail physique direct. Le score proposé est donc 0.,MEDIUM,COMPLETE,Recherche fondée sur les tableaux de saison et les profils individuels disponibles. Les performances réalisées pendant l’émission ne sont pas utilisées comme preuve physique.,ACCEPT_PROPOSAL
KL32::carole,KL32,Koh-Lanta : Les 4 Terres,Carole,True,52,https://kohlanta.fandom.com/fr/wiki/Koh-Lanta_%3A_Les_4_Terres,Carole — 52 ans.,SECONDARY_DATABASE,HIGH,True,FEMALE,https://kohlanta.fandom.com/fr/wiki/Koh-Lanta_%3A_Les_4_Terres,Le profil de Carole présente le candidat dans la catégorie FEMALE.,SECONDARY_DATABASE,HIGH,True,En recherche d’emploi,En recherche d’emploi,https://kohlanta.fandom.com/fr/wiki/Koh-Lanta_%3A_Les_4_Terres,Carole — profession : En recherche d’emploi.,SECONDARY_DATABASE,HIGH,False,,,,,,,False,False,,https://kohlanta.fandom.com/fr/wiki/Koh-Lanta_%3A_Les_4_Terres,"Le profil disponible ne documente aucun sport intensif, aucune musculature ni profession physique directe.",SECONDARY_DATABASE,https://kohlanta.fandom.com/fr/wiki/Koh-Lanta_%3A_Les_4_Terres,"Tableau de saison : 52 ans, profession En recherche d’emploi.",SECONDARY_DATABASE,0,,COMPLETE_PROFILE_NO_QUALIFYING_INDICATOR,"Le profil disponible ne documente aucun sport intensif, aucune musculature ni profession physique directe. Le score proposé est donc 0.",MEDIUM,COMPLETE,Recherche fondée sur les tableaux de saison et les profils individuels disponibles. Les performances réalisées pendant l’émission ne sont pas utilisées comme preuve physique.,ACCEPT_PROPOSAL
KL32::samuel,KL32,Koh-Lanta : Les 4 Terres,Samuel,True,39,https://kohlanta.fandom.com/fr/wiki/Koh-Lanta_%3A_Les_4_Terres,Samuel — 39 ans.,SECONDARY_DATABASE,HIGH,True,MALE,https://kohlanta.fandom.com/fr/wiki/Koh-Lanta_%3A_Les_4_Terres,Le profil de Samuel présente le candidat dans la catégorie MALE.,SECONDARY_DATABASE,HIGH,True,Coach mental,Coach mental,https://kohlanta.fandom.com/fr/wiki/Koh-Lanta_%3A_Les_4_Terres,Samuel — profession : Coach mental.,SECONDARY_DATABASE,HIGH,False,,,,,,,False,False,,https://kohlanta.fandom.com/fr/wiki/Koh-Lanta_%3A_Les_4_Terres,Le coaching mental n’est pas une profession physique et aucune pratique sportive intensive n’est documentée.,SECONDARY_DATABASE,https://kohlanta.fandom.com/fr/wiki/Koh-Lanta_%3A_Les_4_Terres,"Tableau de saison : 39 ans, profession Coach mental.",SECONDARY_DATABASE,0,,COMPLETE_PROFILE_NO_QUALIFYING_INDICATOR,Le coaching mental n’est pas une profession physique et aucune pratique sportive intensive n’est documentée. Le score proposé est donc 0.,MEDIUM,COMPLETE,Recherche fondée sur les tableaux de saison et les profils individuels disponibles. Les performances réalisées pendant l’émission ne sont pas utilisées comme preuve physique.,ACCEPT_PROPOSAL
KL32::diane,KL32,Koh-Lanta : Les 4 Terres,Diane,True,25,https://kohlanta.fandom.com/fr/wiki/Koh-Lanta_%3A_Les_4_Terres,Diane — 25 ans.,SECONDARY_DATABASE,HIGH,True,FEMALE,https://kohlanta.fandom.com/fr/wiki/Koh-Lanta_%3A_Les_4_Terres,Le profil de Diane présente le candidat dans la catégorie FEMALE.,SECONDARY_DATABASE,HIGH,True,Agente immobilière,Agente immobilière,https://kohlanta.fandom.com/fr/wiki/Koh-Lanta_%3A_Les_4_Terres,Diane — profession : Agente immobilière.,SECONDARY_DATABASE,HIGH,False,,,,,,,False,False,,https://kohlanta.fandom.com/fr/wiki/Koh-Lanta_%3A_Les_4_Terres,Profession commerciale sans indicateur sportif ou musculaire qualifiant documenté.,SECONDARY_DATABASE,https://kohlanta.fandom.com/fr/wiki/Koh-Lanta_%3A_Les_4_Terres,"Tableau de saison : 25 ans, profession Agente immobilière.",SECONDARY_DATABASE,0,,COMPLETE_PROFILE_NO_QUALIFYING_INDICATOR,Profession commerciale sans indicateur sportif ou musculaire qualifiant documenté. Le score proposé est donc 0.,MEDIUM,COMPLETE,Recherche fondée sur les tableaux de saison et les profils individuels disponibles. Les performances réalisées pendant l’émission ne sont pas utilisées comme preuve physique.,ACCEPT_PROPOSAL
KL32::estelle,KL32,Koh-Lanta : Les 4 Terres,Estelle,True,47,https://kohlanta.fandom.com/fr/wiki/Koh-Lanta_%3A_Les_4_Terres,Estelle — 47 ans.,SECONDARY_DATABASE,HIGH,True,FEMALE,https://kohlanta.fandom.com/fr/wiki/Koh-Lanta_%3A_Les_4_Terres,Le profil de Estelle présente le candidat dans la catégorie FEMALE.,SECONDARY_DATABASE,HIGH,True,Conseillère en insertion professionnelle,Conseillère en insertion professionnelle,https://kohlanta.fandom.com/fr/wiki/Koh-Lanta_%3A_Les_4_Terres,Estelle — profession : Conseillère en insertion professionnelle.,SECONDARY_DATABASE,HIGH,False,,,,,,,False,False,,https://kohlanta.fandom.com/fr/wiki/Koh-Lanta_%3A_Les_4_Terres,Profession d’accompagnement sans indicateur sportif ou physique qualifiant documenté.,SECONDARY_DATABASE,https://kohlanta.fandom.com/fr/wiki/Koh-Lanta_%3A_Les_4_Terres,"Tableau de saison : 47 ans, profession Conseillère en insertion professionnelle.",SECONDARY_DATABASE,0,,COMPLETE_PROFILE_NO_QUALIFYING_INDICATOR,Profession d’accompagnement sans indicateur sportif ou physique qualifiant documenté. Le score proposé est donc 0.,MEDIUM,COMPLETE,Recherche fondée sur les tableaux de saison et les profils individuels disponibles. Les performances réalisées pendant l’émission ne sont pas utilisées comme preuve physique.,ACCEPT_PROPOSAL
KL32::mathieu,KL32,Koh-Lanta : Les 4 Terres,Mathieu,True,31,https://kohlanta.fandom.com/fr/wiki/Koh-Lanta_%3A_Les_4_Terres,Mathieu — 31 ans.,SECONDARY_DATABASE,HIGH,True,MALE,https://kohlanta.fandom.com/fr/wiki/Koh-Lanta_%3A_Les_4_Terres,Le profil de Mathieu présente le candidat dans la catégorie MALE.,SECONDARY_DATABASE,HIGH,True,Coureur professionnel,Coureur professionnel,https://kohlanta.fandom.com/fr/wiki/Koh-Lanta_%3A_Les_4_Terres,Mathieu — profession : Coureur professionnel.,SECONDARY_DATABASE,HIGH,True,Coureur professionnel : activité sportive exercée à niveau professionnel.,Course à pied,,Professionnelle,Professionnel,,False,False,,https://kohlanta.fandom.com/fr/wiki/Koh-Lanta_%3A_Les_4_Terres,Coureur professionnel : activité sportive exercée à niveau professionnel.,SECONDARY_DATABASE,https://kohlanta.fandom.com/fr/wiki/Koh-Lanta_%3A_Les_4_Terres,"Tableau de saison : 31 ans, profession Coureur professionnel.",SECONDARY_DATABASE,1,ELITE_COMPETITIVE_SPORT,,Coureur professionnel : activité sportive exercée à niveau professionnel. Cet élément satisfait le critère positif.,HIGH,COMPLETE,Recherche fondée sur les tableaux de saison et les profils individuels disponibles. Les performances réalisées pendant l’émission ne sont pas utilisées comme preuve physique.,ACCEPT_PROPOSAL
KL32::adrien,KL32,Koh-Lanta : Les 4 Terres,Adrien,True,30,https://kohlanta.fandom.com/fr/wiki/Koh-Lanta_%3A_Les_4_Terres,Adrien — 30 ans.,SECONDARY_DATABASE,HIGH,True,MALE,https://kohlanta.fandom.com/fr/wiki/Koh-Lanta_%3A_Les_4_Terres,Le profil de Adrien présente le candidat dans la catégorie MALE.,SECONDARY_DATABASE,HIGH,True,Ingénieur ferroviaire,Ingénieur ferroviaire,https://kohlanta.fandom.com/fr/wiki/Koh-Lanta_%3A_Les_4_Terres,Adrien — profession : Ingénieur ferroviaire.,SECONDARY_DATABASE,HIGH,False,,,,,,,False,False,,https://kohlanta.fandom.com/fr/wiki/Koh-Lanta_%3A_Les_4_Terres,Profession d’ingénieur sans activité sportive intensive ou musculature qualifiante documentée.,SECONDARY_DATABASE,https://kohlanta.fandom.com/fr/wiki/Koh-Lanta_%3A_Les_4_Terres,"Tableau de saison : 30 ans, profession Ingénieur ferroviaire.",SECONDARY_DATABASE,0,,COMPLETE_PROFILE_NO_QUALIFYING_INDICATOR,Profession d’ingénieur sans activité sportive intensive ou musculature qualifiante documentée. Le score proposé est donc 0.,MEDIUM,COMPLETE,Recherche fondée sur les tableaux de saison et les profils individuels disponibles. Les performances réalisées pendant l’émission ne sont pas utilisées comme preuve physique.,ACCEPT_PROPOSAL
KL32::aubin,KL32,Koh-Lanta : Les 4 Terres,Aubin,True,23,https://kohlanta.fandom.com/fr/wiki/Koh-Lanta_%3A_Les_4_Terres,Aubin — 23 ans.,SECONDARY_DATABASE,HIGH,True,MALE,https://kohlanta.fandom.com/fr/wiki/Koh-Lanta_%3A_Les_4_Terres,Le profil de Aubin présente le candidat dans la catégorie MALE.,SECONDARY_DATABASE,HIGH,True,Agent immobilier,Agent immobilier,https://kohlanta.fandom.com/fr/wiki/Koh-Lanta_%3A_Les_4_Terres,Aubin — profession : Agent immobilier.,SECONDARY_DATABASE,HIGH,False,,,,,,,False,False,,https://kohlanta.fandom.com/fr/wiki/Koh-Lanta_%3A_Les_4_Terres,Profession commerciale sans sport intensif ou musculature qualifiante documenté.,SECONDARY_DATABASE,https://kohlanta.fandom.com/fr/wiki/Koh-Lanta_%3A_Les_4_Terres,"Tableau de saison : 23 ans, profession Agent immobilier.",SECONDARY_DATABASE,0,,COMPLETE_PROFILE_NO_QUALIFYING_INDICATOR,Profession commerciale sans sport intensif ou musculature qualifiante documenté. Le score proposé est donc 0.,MEDIUM,COMPLETE,Recherche fondée sur les tableaux de saison et les profils individuels disponibles. Les performances réalisées pendant l’émission ne sont pas utilisées comme preuve physique.,ACCEPT_PROPOSAL
KL32::sébastien,KL32,Koh-Lanta : Les 4 Terres,Sébastien,True,37,https://kohlanta.fandom.com/fr/wiki/Koh-Lanta_%3A_Les_4_Terres,Sébastien — 37 ans.,SECONDARY_DATABASE,HIGH,True,MALE,https://kohlanta.fandom.com/fr/wiki/Koh-Lanta_%3A_Les_4_Terres,Le profil de Sébastien présente le candidat dans la catégorie MALE.,SECONDARY_DATABASE,HIGH,True,Agent municipal,Agent municipal,https://kohlanta.fandom.com/fr/wiki/Koh-Lanta_%3A_Les_4_Terres,Sébastien — profession : Agent municipal.,SECONDARY_DATABASE,HIGH,False,,,,,,,False,False,,https://kohlanta.fandom.com/fr/wiki/Koh-Lanta_%3A_Les_4_Terres,La fonction d’agent municipal est trop générale pour déterminer si les tâches étaient réellement physiques.,SECONDARY_DATABASE,https://kohlanta.fandom.com/fr/wiki/Koh-Lanta_%3A_Les_4_Terres,"Tableau de saison : 37 ans, profession Agent municipal.",SECONDARY_DATABASE,,,,La fonction d’agent municipal est trop générale pour déterminer si les tâches étaient réellement physiques. Le score reste donc indéterminé.,LOW,PARTIAL,Recherche fondée sur les tableaux de saison et les profils individuels disponibles. Les performances réalisées pendant l’émission ne sont pas utilisées comme preuve physique.,NEEDS_MORE_RESEARCH
