candidate_season_key,season_id,season_name,candidate_name,age_found,age_value,age_source_url,age_source_excerpt,age_source_quality,age_confidence,gender_found,gender_normalized,gender_source_url,gender_source_excerpt,gender_source_quality,gender_confidence,profession_found,profession_raw,profession_normalized,profession_source_url,profession_source_excerpt,profession_source_quality,profession_confidence,sport_evidence_found,explicit_sport_activity,sport_name,sport_frequency,sport_intensity,competition_level,years_of_practice,muscularity_evidence_found,documented_muscular_build,muscularity_evidence_text,physical_source_url_1,physical_source_excerpt_1,physical_source_quality_1,physical_source_url_2,physical_source_excerpt_2,physical_source_quality_2,proposed_physical_score,physical_positive_reason,physical_zero_reason,physical_score_justification,physical_score_confidence,research_status,researcher_notes,manual_reviewer_decision
KL22::émilie,KL22,Koh-Lanta : La Guerre des Chefs,Émilie,True,35,https://kohlanta.fandom.com/fr/wiki/Koh-Lanta_%3A_La_Guerre_des_Chefs,Émilie — 35 ans.,SECONDARY_DATABASE,HIGH,True,FEMALE,https://kohlanta.fandom.com/fr/wiki/Koh-Lanta_%3A_La_Guerre_des_Chefs,Le tableau de saison identifie Émilie comme candidat(e) de genre FEMALE.,SECONDARY_DATABASE,HIGH,True,Courtière en prêt immobilier,Courtière en prêt immobilier,https://kohlanta.fandom.com/fr/wiki/Koh-Lanta_%3A_La_Guerre_des_Chefs,Émilie — profession : Courtière en prêt immobilier.,SECONDARY_DATABASE,HIGH,False,,,,,,,False,False,,https://kohlanta.fandom.com/fr/wiki/Koh-Lanta_%3A_La_Guerre_des_Chefs,"Le tableau de saison documente son âge et sa profession, sans pratique sportive intensive, musculature ou profession directement physique.",SECONDARY_DATABASE,,,,0,,COMPLETE_PROFILE_NO_QUALIFYING_INDICATOR,"Le tableau de saison documente son âge et sa profession, sans pratique sportive intensive, musculature ou profession directement physique. Le score proposé est donc 0.",MEDIUM,COMPLETE,"Recherche fondée sur le tableau de saison et, lorsque disponible, le portrait individuel. Les performances réalisées pendant l’émission ne sont pas utilisées comme preuve physique.",ACCEPT_PROPOSAL
KL22::victor,KL22,Koh-Lanta : La Guerre des Chefs,Victor,True,25,https://kohlanta.fandom.com/fr/wiki/Koh-Lanta_%3A_La_Guerre_des_Chefs,Victor — 25 ans.,SECONDARY_DATABASE,HIGH,True,MALE,https://kohlanta.fandom.com/fr/wiki/Koh-Lanta_%3A_La_Guerre_des_Chefs,Le tableau de saison identifie Victor comme candidat(e) de genre MALE.,SECONDARY_DATABASE,HIGH,True,Moniteur de parachutisme,Moniteur de parachutisme,https://kohlanta.fandom.com/fr/wiki/Koh-Lanta_%3A_La_Guerre_des_Chefs,Victor — profession : Moniteur de parachutisme.,SECONDARY_DATABASE,HIGH,True,Moniteur de parachutisme : profession directement liée à une activité physique et technique exigeante.,Parachutisme,,Élevée,,,False,False,,https://kohlanta.fandom.com/fr/wiki/Koh-Lanta_%3A_La_Guerre_des_Chefs,Moniteur de parachutisme : profession directement liée à une activité physique et technique exigeante.,SECONDARY_DATABASE,,,,1,DIRECT_PHYSICAL_PROFESSION,,Moniteur de parachutisme : profession directement liée à une activité physique et technique exigeante. Cet élément satisfait le critère positif.,HIGH,COMPLETE,"Recherche fondée sur le tableau de saison et, lorsque disponible, le portrait individuel. Les performances réalisées pendant l’émission ne sont pas utilisées comme preuve physique.",ACCEPT_PROPOSAL
KL22::chloé,KL22,Koh-Lanta : La Guerre des Chefs,Chloé,True,32,https://kohlanta.fandom.com/fr/wiki/Koh-Lanta_%3A_La_Guerre_des_Chefs,Chloé — 32 ans.,SECONDARY_DATABASE,HIGH,True,FEMALE,https://kohlanta.fandom.com/fr/wiki/Koh-Lanta_%3A_La_Guerre_des_Chefs,Le tableau de saison identifie Chloé comme candidat(e) de genre FEMALE.,SECONDARY_DATABASE,HIGH,True,Poissonnière,Poissonnière,https://kohlanta.fandom.com/fr/wiki/Koh-Lanta_%3A_La_Guerre_des_Chefs,Chloé — profession : Poissonnière.,SECONDARY_DATABASE,HIGH,False,,,,,,,False,False,,https://kohlanta.fandom.com/fr/wiki/Koh-Lanta_%3A_La_Guerre_des_Chefs,"Poissonnière : métier manuel impliquant manutention, station debout et travail physique régulier.",SECONDARY_DATABASE,,,,1,DIRECT_PHYSICAL_PROFESSION,,"Poissonnière : métier manuel impliquant manutention, station debout et travail physique régulier. Cet élément satisfait le critère positif.",MEDIUM,COMPLETE,"Recherche fondée sur le tableau de saison et, lorsque disponible, le portrait individuel. Les performances réalisées pendant l’émission ne sont pas utilisées comme preuve physique.",ACCEPT_PROPOSAL
KL22::xavier,KL22,Koh-Lanta : La Guerre des Chefs,Xavier,True,53,https://kohlanta.fandom.com/fr/wiki/Koh-Lanta_%3A_La_Guerre_des_Chefs,Xavier — 53 ans.,SECONDARY_DATABASE,HIGH,True,MALE,https://kohlanta.fandom.com/fr/wiki/Koh-Lanta_%3A_La_Guerre_des_Chefs,Le tableau de saison identifie Xavier comme candidat(e) de genre MALE.,SECONDARY_DATABASE,HIGH,True,Technico-commercial,Technico-commercial,https://kohlanta.fandom.com/fr/wiki/Koh-Lanta_%3A_La_Guerre_des_Chefs,Xavier — profession : Technico-commercial.,SECONDARY_DATABASE,HIGH,True,Son portrait le décrit explicitement comme « très sportif ».,Sport non précisé,,Élevée,,,False,False,,https://kohlanta.fandom.com/fr/wiki/Koh-Lanta_%3A_La_Guerre_des_Chefs,Son portrait le décrit explicitement comme « très sportif ».,SECONDARY_DATABASE,,,,1,EXPLICIT_ATHLETIC_PROFILE,,Son portrait le décrit explicitement comme « très sportif ». Cet élément satisfait le critère positif.,HIGH,COMPLETE,"Recherche fondée sur le tableau de saison et, lorsque disponible, le portrait individuel. Les performances réalisées pendant l’émission ne sont pas utilisées comme preuve physique.",ACCEPT_PROPOSAL
KL22::frédéric,KL22,Koh-Lanta : La Guerre des Chefs,Frédéric,True,52,https://kohlanta.fandom.com/fr/wiki/Koh-Lanta_%3A_La_Guerre_des_Chefs,Frédéric — 52 ans.,SECONDARY_DATABASE,HIGH,True,MALE,https://kohlanta.fandom.com/fr/wiki/Koh-Lanta_%3A_La_Guerre_des_Chefs,Le tableau de saison identifie Frédéric comme candidat(e) de genre MALE.,SECONDARY_DATABASE,HIGH,True,Photographe professionnel,Photographe professionnel,https://kohlanta.fandom.com/fr/wiki/Koh-Lanta_%3A_La_Guerre_des_Chefs,Frédéric — profession : Photographe professionnel.,SECONDARY_DATABASE,HIGH,False,,,,,,,False,False,,https://kohlanta.fandom.com/fr/wiki/Koh-Lanta_%3A_La_Guerre_des_Chefs,"Le profil documente une activité de photographe sans sport intensif, musculature ou profession physique directe.",SECONDARY_DATABASE,,,,0,,COMPLETE_PROFILE_NO_QUALIFYING_INDICATOR,"Le profil documente une activité de photographe sans sport intensif, musculature ou profession physique directe. Le score proposé est donc 0.",MEDIUM,COMPLETE,"Recherche fondée sur le tableau de saison et, lorsque disponible, le portrait individuel. Les performances réalisées pendant l’émission ne sont pas utilisées comme preuve physique.",ACCEPT_PROPOSAL
KL22::alexandre,KL22,Koh-Lanta : La Guerre des Chefs,Alexandre,True,28,https://kohlanta.fandom.com/fr/wiki/Koh-Lanta_%3A_La_Guerre_des_Chefs,Alexandre — 28 ans.,SECONDARY_DATABASE,HIGH,True,MALE,https://kohlanta.fandom.com/fr/wiki/Koh-Lanta_%3A_La_Guerre_des_Chefs,Le tableau de saison identifie Alexandre comme candidat(e) de genre MALE.,SECONDARY_DATABASE,HIGH,True,Commercial,Commercial,https://kohlanta.fandom.com/fr/wiki/Koh-Lanta_%3A_La_Guerre_des_Chefs,Alexandre — profession : Commercial.,SECONDARY_DATABASE,HIGH,False,,,,,,,False,False,,https://kohlanta.fandom.com/fr/wiki/Koh-Lanta_%3A_La_Guerre_des_Chefs,Le profil documente une profession commerciale sans indicateur sportif ou musculaire qualifiant.,SECONDARY_DATABASE,,,,0,,COMPLETE_PROFILE_NO_QUALIFYING_INDICATOR,Le profil documente une profession commerciale sans indicateur sportif ou musculaire qualifiant. Le score proposé est donc 0.,MEDIUM,COMPLETE,"Recherche fondée sur le tableau de saison et, lorsque disponible, le portrait individuel. Les performances réalisées pendant l’émission ne sont pas utilisées comme preuve physique.",ACCEPT_PROPOSAL
KL22::béatrice,KL22,Koh-Lanta : La Guerre des Chefs,Béatrice,True,28,https://kohlanta.fandom.com/fr/wiki/Koh-Lanta_%3A_La_Guerre_des_Chefs,Béatrice — 28 ans.,SECONDARY_DATABASE,HIGH,True,FEMALE,https://kohlanta.fandom.com/fr/wiki/Koh-Lanta_%3A_La_Guerre_des_Chefs,Le tableau de saison identifie Béatrice comme candidat(e) de genre FEMALE.,SECONDARY_DATABASE,HIGH,True,Joueuse de football et styliste,Joueuse de football et styliste,https://kohlanta.fandom.com/fr/wiki/Koh-Lanta_%3A_La_Guerre_des_Chefs,Béatrice — profession : Joueuse de football et styliste.,SECONDARY_DATABASE,HIGH,True,"Elle est présentée comme joueuse de football, ce qui constitue une pratique sportive explicite.",Football,,Élevée,,,False,False,,https://kohlanta.fandom.com/fr/wiki/Koh-Lanta_%3A_La_Guerre_des_Chefs,"Elle est présentée comme joueuse de football, ce qui constitue une pratique sportive explicite.",SECONDARY_DATABASE,,,,1,EXPLICIT_SPORT_ACTIVITY,,"Elle est présentée comme joueuse de football, ce qui constitue une pratique sportive explicite. Cet élément satisfait le critère positif.",HIGH,COMPLETE,"Recherche fondée sur le tableau de saison et, lorsque disponible, le portrait individuel. Les performances réalisées pendant l’émission ne sont pas utilisées comme preuve physique.",ACCEPT_PROPOSAL
KL22::brice,KL22,Koh-Lanta : La Guerre des Chefs,Brice,True,24,https://kohlanta.fandom.com/fr/wiki/Koh-Lanta_%3A_La_Guerre_des_Chefs,Brice — 24 ans.,SECONDARY_DATABASE,HIGH,True,MALE,https://kohlanta.fandom.com/fr/wiki/Koh-Lanta_%3A_La_Guerre_des_Chefs,Le tableau de saison identifie Brice comme candidat(e) de genre MALE.,SECONDARY_DATABASE,HIGH,True,Étudiant en école de commerce,Étudiant en école de commerce,https://kohlanta.fandom.com/fr/wiki/Koh-Lanta_%3A_La_Guerre_des_Chefs,Brice — profession : Étudiant en école de commerce.,SECONDARY_DATABASE,HIGH,False,,,,,,,False,False,,https://kohlanta.fandom.com/fr/wiki/Koh-Lanta_%3A_La_Guerre_des_Chefs,Le profil disponible ne documente aucune pratique sportive intensive ou musculature qualifiante.,SECONDARY_DATABASE,,,,0,,COMPLETE_PROFILE_NO_QUALIFYING_INDICATOR,Le profil disponible ne documente aucune pratique sportive intensive ou musculature qualifiante. Le score proposé est donc 0.,MEDIUM,COMPLETE,"Recherche fondée sur le tableau de saison et, lorsque disponible, le portrait individuel. Les performances réalisées pendant l’émission ne sont pas utilisées comme preuve physique.",ACCEPT_PROPOSAL
KL22::sophie,KL22,Koh-Lanta : La Guerre des Chefs,Sophie,True,34,https://kohlanta.fandom.com/fr/wiki/Koh-Lanta_%3A_La_Guerre_des_Chefs,Sophie — 34 ans.,SECONDARY_DATABASE,HIGH,True,FEMALE,https://kohlanta.fandom.com/fr/wiki/Koh-Lanta_%3A_La_Guerre_des_Chefs,Le tableau de saison identifie Sophie comme candidat(e) de genre FEMALE.,SECONDARY_DATABASE,HIGH,True,Kitesurfeuse,Kitesurfeuse,https://kohlanta.fandom.com/fr/wiki/Koh-Lanta_%3A_La_Guerre_des_Chefs,Sophie — profession : Kitesurfeuse.,SECONDARY_DATABASE,HIGH,True,Kitesurfeuse : activité sportive exigeante indiquée comme profession ou activité principale.,Kitesurf,,Élevée,,,False,False,,https://kohlanta.fandom.com/fr/wiki/Koh-Lanta_%3A_La_Guerre_des_Chefs,Kitesurfeuse : activité sportive exigeante indiquée comme profession ou activité principale.,SECONDARY_DATABASE,,,,1,DIRECT_PHYSICAL_PROFESSION,,Kitesurfeuse : activité sportive exigeante indiquée comme profession ou activité principale. Cet élément satisfait le critère positif.,HIGH,COMPLETE,"Recherche fondée sur le tableau de saison et, lorsque disponible, le portrait individuel. Les performances réalisées pendant l’émission ne sont pas utilisées comme preuve physique.",ACCEPT_PROPOSAL
KL22::angélique,KL22,Koh-Lanta : La Guerre des Chefs,Angélique,True,24,https://kohlanta.fandom.com/fr/wiki/Koh-Lanta_%3A_La_Guerre_des_Chefs,Angélique — 24 ans.,SECONDARY_DATABASE,HIGH,True,FEMALE,https://kohlanta.fandom.com/fr/wiki/Koh-Lanta_%3A_La_Guerre_des_Chefs,Le tableau de saison identifie Angélique comme candidat(e) de genre FEMALE.,SECONDARY_DATABASE,HIGH,True,Gérante d’une pizzeria,Gérante d’une pizzeria,https://kohlanta.fandom.com/fr/wiki/Koh-Lanta_%3A_La_Guerre_des_Chefs,Angélique — profession : Gérante d’une pizzeria.,SECONDARY_DATABASE,HIGH,False,,,,,,,False,False,,https://kohlanta.fandom.com/fr/wiki/Koh-Lanta_%3A_La_Guerre_des_Chefs,Le profil documente une activité de gestion sans sport intensif ou musculature qualifiante.,SECONDARY_DATABASE,,,,0,,COMPLETE_PROFILE_NO_QUALIFYING_INDICATOR,Le profil documente une activité de gestion sans sport intensif ou musculature qualifiante. Le score proposé est donc 0.,MEDIUM,COMPLETE,"Recherche fondée sur le tableau de saison et, lorsque disponible, le portrait individuel. Les performances réalisées pendant l’émission ne sont pas utilisées comme preuve physique.",ACCEPT_PROPOSAL
