candidate_season_key,season_id,season_name,candidate_name,age_found,age_value,age_source_url,age_source_excerpt,age_source_quality,age_confidence,gender_found,gender_normalized,gender_source_url,gender_source_excerpt,gender_source_quality,gender_confidence,profession_found,profession_raw,profession_normalized,profession_source_url,profession_source_excerpt,profession_source_quality,profession_confidence,sport_evidence_found,explicit_sport_activity,sport_name,sport_frequency,sport_intensity,competition_level,years_of_practice,muscularity_evidence_found,documented_muscular_build,muscularity_evidence_text,physical_source_url_1,physical_source_excerpt_1,physical_source_quality_1,physical_source_url_2,physical_source_excerpt_2,physical_source_quality_2,proposed_physical_score,physical_positive_reason,physical_zero_reason,physical_score_justification,physical_score_confidence,research_status,researcher_notes,manual_reviewer_decision
KL25::géraldine nicolle,KL25,Koh-Lanta : Le Totem Maudit,Géraldine Nicolle,True,47,https://kohlanta.fandom.com/fr/wiki/Koh-Lanta_%3A_Le_Totem_Maudit,Géraldine Nicolle — 47 ans.,SECONDARY_DATABASE,HIGH,True,FEMALE,https://kohlanta.fandom.com/fr/wiki/Koh-Lanta_%3A_Le_Totem_Maudit,Le tableau de saison présente Géraldine Nicolle dans la distribution des candidats.,SECONDARY_DATABASE,HIGH,True,Marchande de biens,Marchande de biens,https://kohlanta.fandom.com/fr/wiki/Koh-Lanta_%3A_Le_Totem_Maudit,Géraldine Nicolle — profession : Marchande de biens.,SECONDARY_DATABASE,HIGH,False,,,,,,,False,False,,https://kohlanta.fandom.com/fr/wiki/Koh-Lanta_%3A_Le_Totem_Maudit,"Le tableau de saison documente une activité immobilière sans sport intensif, musculature ou profession directement physique.",SECONDARY_DATABASE,,,,0,,COMPLETE_PROFILE_NO_QUALIFYING_INDICATOR,"Le tableau de saison documente une activité immobilière sans sport intensif, musculature ou profession directement physique. Le score proposé est donc 0.",MEDIUM,COMPLETE,Recherche fondée sur les tableaux de saison et les portraits individuels disponibles. Les performances réalisées pendant l’émission ne sont pas utilisées comme preuve physique.,ACCEPT_PROPOSAL
KL25::bastien san pedro,KL25,Koh-Lanta : Le Totem Maudit,Bastien San Pedro,True,32,https://kohlanta.fandom.com/fr/wiki/Koh-Lanta_%3A_Le_Totem_Maudit,Bastien San Pedro — 32 ans.,SECONDARY_DATABASE,HIGH,True,MALE,https://kohlanta.fandom.com/fr/wiki/Koh-Lanta_%3A_Le_Totem_Maudit,Le tableau de saison présente Bastien San Pedro dans la distribution des candidats.,SECONDARY_DATABASE,HIGH,True,Cordiste,Cordiste,https://kohlanta.fandom.com/fr/wiki/Koh-Lanta_%3A_Le_Totem_Maudit,Bastien San Pedro — profession : Cordiste.,SECONDARY_DATABASE,HIGH,True,"Cordiste et passionné d’escalade ; son métier implique travail en hauteur, force, endurance et maîtrise corporelle.",Escalade,,Élevée,,,False,False,,https://kohlanta.fandom.com/fr/wiki/Koh-Lanta_%3A_Le_Totem_Maudit,"Cordiste et passionné d’escalade ; son métier implique travail en hauteur, force, endurance et maîtrise corporelle.",SECONDARY_DATABASE,,,,1,DIRECT_PHYSICAL_PROFESSION,,"Cordiste et passionné d’escalade ; son métier implique travail en hauteur, force, endurance et maîtrise corporelle. Cet élément satisfait le critère positif.",HIGH,COMPLETE,Recherche fondée sur les tableaux de saison et les portraits individuels disponibles. Les performances réalisées pendant l’émission ne sont pas utilisées comme preuve physique.,ACCEPT_PROPOSAL
KL25::françois descamp,KL25,Koh-Lanta : Le Totem Maudit,François Descamp,True,38,https://kohlanta.fandom.com/fr/wiki/Koh-Lanta_%3A_Le_Totem_Maudit,François Descamp — 38 ans.,SECONDARY_DATABASE,HIGH,True,MALE,https://kohlanta.fandom.com/fr/wiki/Koh-Lanta_%3A_Le_Totem_Maudit,Le tableau de saison présente François Descamp dans la distribution des candidats.,SECONDARY_DATABASE,HIGH,True,Pompier,Pompier,https://kohlanta.fandom.com/fr/wiki/Koh-Lanta_%3A_Le_Totem_Maudit,François Descamp — profession : Pompier.,SECONDARY_DATABASE,HIGH,False,,,,,,,False,False,,https://kohlanta.fandom.com/fr/wiki/Koh-Lanta_%3A_Le_Totem_Maudit,Pompier : profession opérationnelle directement physique selon la méthodologie.,SECONDARY_DATABASE,,,,1,DIRECT_PHYSICAL_PROFESSION,,Pompier : profession opérationnelle directement physique selon la méthodologie. Cet élément satisfait le critère positif.,HIGH,COMPLETE,Recherche fondée sur les tableaux de saison et les portraits individuels disponibles. Les performances réalisées pendant l’émission ne sont pas utilisées comme preuve physique.,ACCEPT_PROPOSAL
KL27::steve grenier,KL27,Koh-Lanta : Les Chasseurs d'Immunité,Steve Grenier,True,34,https://kohlanta.fandom.com/fr/wiki/Koh-Lanta_%3A_Les_Chasseurs_d%27Immunit%C3%A9,Steve Grenier — 34 ans.,SECONDARY_DATABASE,HIGH,True,MALE,https://kohlanta.fandom.com/fr/wiki/Koh-Lanta_%3A_Les_Chasseurs_d%27Immunit%C3%A9,Le tableau de saison présente Steve Grenier dans la distribution des candidats.,SECONDARY_DATABASE,HIGH,True,Approvisionneur de distributeurs automatiques,Approvisionneur de distributeurs automatiques,https://kohlanta.fandom.com/fr/wiki/Koh-Lanta_%3A_Les_Chasseurs_d%27Immunit%C3%A9,Steve Grenier — profession : Approvisionneur de distributeurs automatiques.,SECONDARY_DATABASE,HIGH,False,,,,,,,False,False,,https://kohlanta.fandom.com/fr/wiki/Koh-Lanta_%3A_Les_Chasseurs_d%27Immunit%C3%A9,Approvisionnement de distributeurs : métier de terrain comprenant transport et manutention régulière.,SECONDARY_DATABASE,,,,1,DIRECT_PHYSICAL_PROFESSION,,Approvisionnement de distributeurs : métier de terrain comprenant transport et manutention régulière. Cet élément satisfait le critère positif.,MEDIUM,COMPLETE,Recherche fondée sur les tableaux de saison et les portraits individuels disponibles. Les performances réalisées pendant l’émission ne sont pas utilisées comme preuve physique.,ACCEPT_PROPOSAL
KL27::alicia bouly,KL27,Koh-Lanta : Les Chasseurs d'Immunité,Alicia Bouly,True,23,https://kohlanta.fandom.com/fr/wiki/Koh-Lanta_%3A_Les_Chasseurs_d%27Immunit%C3%A9,Alicia Bouly — 23 ans.,SECONDARY_DATABASE,HIGH,True,FEMALE,https://kohlanta.fandom.com/fr/wiki/Koh-Lanta_%3A_Les_Chasseurs_d%27Immunit%C3%A9,Le tableau de saison présente Alicia Bouly dans la distribution des candidats.,SECONDARY_DATABASE,HIGH,True,Cheffe d’entreprise,Cheffe d’entreprise,https://kohlanta.fandom.com/fr/wiki/Koh-Lanta_%3A_Les_Chasseurs_d%27Immunit%C3%A9,Alicia Bouly — profession : Cheffe d’entreprise.,SECONDARY_DATABASE,HIGH,False,,,,,,,False,False,,https://kohlanta.fandom.com/fr/wiki/Koh-Lanta_%3A_Les_Chasseurs_d%27Immunit%C3%A9,Le tableau de saison documente une fonction de direction sans activité sportive ou musculature qualifiante.,SECONDARY_DATABASE,,,,0,,COMPLETE_PROFILE_NO_QUALIFYING_INDICATOR,Le tableau de saison documente une fonction de direction sans activité sportive ou musculature qualifiante. Le score proposé est donc 0.,MEDIUM,COMPLETE,Recherche fondée sur les tableaux de saison et les portraits individuels disponibles. Les performances réalisées pendant l’émission ne sont pas utilisées comme preuve physique.,ACCEPT_PROPOSAL
KL27::nathalie suhard,KL27,Koh-Lanta : Les Chasseurs d'Immunité,Nathalie Suhard,True,55,https://kohlanta.fandom.com/fr/wiki/Koh-Lanta_%3A_Les_Chasseurs_d%27Immunit%C3%A9,Nathalie Suhard — 55 ans.,SECONDARY_DATABASE,HIGH,True,FEMALE,https://kohlanta.fandom.com/fr/wiki/Koh-Lanta_%3A_Les_Chasseurs_d%27Immunit%C3%A9,Le tableau de saison présente Nathalie Suhard dans la distribution des candidats.,SECONDARY_DATABASE,HIGH,True,Consultante en transition numérique,Consultante en transition numérique,https://kohlanta.fandom.com/fr/wiki/Koh-Lanta_%3A_Les_Chasseurs_d%27Immunit%C3%A9,Nathalie Suhard — profession : Consultante en transition numérique.,SECONDARY_DATABASE,HIGH,False,,,,,,,False,False,,https://kohlanta.fandom.com/fr/wiki/Koh-Lanta_%3A_Les_Chasseurs_d%27Immunit%C3%A9,Profession de conseil sans indicateur sportif ou physique qualifiant documenté.,SECONDARY_DATABASE,,,,0,,COMPLETE_PROFILE_NO_QUALIFYING_INDICATOR,Profession de conseil sans indicateur sportif ou physique qualifiant documenté. Le score proposé est donc 0.,MEDIUM,COMPLETE,Recherche fondée sur les tableaux de saison et les portraits individuels disponibles. Les performances réalisées pendant l’émission ne sont pas utilisées comme preuve physique.,ACCEPT_PROPOSAL
KL27::william plancq,KL27,Koh-Lanta : Les Chasseurs d'Immunité,William Plancq,True,62,https://kohlanta.fandom.com/fr/wiki/Koh-Lanta_%3A_Les_Chasseurs_d%27Immunit%C3%A9,William Plancq — 62 ans.,SECONDARY_DATABASE,HIGH,True,MALE,https://kohlanta.fandom.com/fr/wiki/Koh-Lanta_%3A_Les_Chasseurs_d%27Immunit%C3%A9,Le tableau de saison présente William Plancq dans la distribution des candidats.,SECONDARY_DATABASE,HIGH,True,Instructeur de survie,Instructeur de survie,https://kohlanta.fandom.com/fr/wiki/Koh-Lanta_%3A_Les_Chasseurs_d%27Immunit%C3%A9,William Plancq — profession : Instructeur de survie.,SECONDARY_DATABASE,HIGH,True,Instructeur de survie : activité de terrain directement physique et techniquement exigeante.,Survie,,Élevée,,,False,False,,https://kohlanta.fandom.com/fr/wiki/Koh-Lanta_%3A_Les_Chasseurs_d%27Immunit%C3%A9,Instructeur de survie : activité de terrain directement physique et techniquement exigeante.,SECONDARY_DATABASE,,,,1,DIRECT_PHYSICAL_PROFESSION,,Instructeur de survie : activité de terrain directement physique et techniquement exigeante. Cet élément satisfait le critère positif.,HIGH,COMPLETE,Recherche fondée sur les tableaux de saison et les portraits individuels disponibles. Les performances réalisées pendant l’émission ne sont pas utilisées comme preuve physique.,ACCEPT_PROPOSAL
KL27::alexis tchernychev,KL27,Koh-Lanta : Les Chasseurs d'Immunité,Alexis Tchernychev,True,21,https://kohlanta.fandom.com/fr/wiki/Koh-Lanta_%3A_Les_Chasseurs_d%27Immunit%C3%A9,Alexis Tchernychev — 21 ans.,SECONDARY_DATABASE,HIGH,True,MALE,https://kohlanta.fandom.com/fr/wiki/Koh-Lanta_%3A_Les_Chasseurs_d%27Immunit%C3%A9,Le tableau de saison présente Alexis Tchernychev dans la distribution des candidats.,SECONDARY_DATABASE,HIGH,True,Ex-militaire,Ex-militaire,https://kohlanta.fandom.com/fr/wiki/Koh-Lanta_%3A_Les_Chasseurs_d%27Immunit%C3%A9,Alexis Tchernychev — profession : Ex-militaire.,SECONDARY_DATABASE,HIGH,True,Ancien militaire : formation et activité opérationnelle physiquement exigeantes.,Entraînement militaire,,Élevée,,,False,False,,https://kohlanta.fandom.com/fr/wiki/Koh-Lanta_%3A_Les_Chasseurs_d%27Immunit%C3%A9,Ancien militaire : formation et activité opérationnelle physiquement exigeantes.,SECONDARY_DATABASE,,,,1,DIRECT_PHYSICAL_PROFESSION,,Ancien militaire : formation et activité opérationnelle physiquement exigeantes. Cet élément satisfait le critère positif.,HIGH,COMPLETE,Recherche fondée sur les tableaux de saison et les portraits individuels disponibles. Les performances réalisées pendant l’émission ne sont pas utilisées comme preuve physique.,ACCEPT_PROPOSAL
KL27::émilie clavis,KL27,Koh-Lanta : Les Chasseurs d'Immunité,Émilie Clavis,True,45,https://kohlanta.fandom.com/fr/wiki/Koh-Lanta_%3A_Les_Chasseurs_d%27Immunit%C3%A9,Émilie Clavis — 45 ans.,SECONDARY_DATABASE,HIGH,True,FEMALE,https://kohlanta.fandom.com/fr/wiki/Koh-Lanta_%3A_Les_Chasseurs_d%27Immunit%C3%A9,Le tableau de saison présente Émilie Clavis dans la distribution des candidats.,SECONDARY_DATABASE,HIGH,True,Vendeuse en téléphonie,Vendeuse en téléphonie,https://kohlanta.fandom.com/fr/wiki/Koh-Lanta_%3A_Les_Chasseurs_d%27Immunit%C3%A9,Émilie Clavis — profession : Vendeuse en téléphonie.,SECONDARY_DATABASE,HIGH,False,,,,,,,False,False,,https://kohlanta.fandom.com/fr/wiki/Koh-Lanta_%3A_Les_Chasseurs_d%27Immunit%C3%A9,Profession commerciale sans activité sportive ou musculature qualifiante documentée.,SECONDARY_DATABASE,,,,0,,COMPLETE_PROFILE_NO_QUALIFYING_INDICATOR,Profession commerciale sans activité sportive ou musculature qualifiante documentée. Le score proposé est donc 0.,MEDIUM,COMPLETE,Recherche fondée sur les tableaux de saison et les portraits individuels disponibles. Les performances réalisées pendant l’émission ne sont pas utilisées comme preuve physique.,ACCEPT_PROPOSAL
KL27::sarah diawara,KL27,Koh-Lanta : Les Chasseurs d'Immunité,Sarah Diawara,True,34,https://kohlanta.fandom.com/fr/wiki/Koh-Lanta_%3A_Les_Chasseurs_d%27Immunit%C3%A9,Sarah Diawara — 34 ans.,SECONDARY_DATABASE,HIGH,True,FEMALE,https://kohlanta.fandom.com/fr/wiki/Koh-Lanta_%3A_Les_Chasseurs_d%27Immunit%C3%A9,Le tableau de saison présente Sarah Diawara dans la distribution des candidats.,SECONDARY_DATABASE,HIGH,True,Expert-comptable,Expert-comptable,https://kohlanta.fandom.com/fr/wiki/Koh-Lanta_%3A_Les_Chasseurs_d%27Immunit%C3%A9,Sarah Diawara — profession : Expert-comptable.,SECONDARY_DATABASE,HIGH,False,,,,,,,False,False,,https://kohlanta.fandom.com/fr/wiki/Koh-Lanta_%3A_Les_Chasseurs_d%27Immunit%C3%A9,Profession comptable sans indicateur sportif ou physique qualifiant documenté.,SECONDARY_DATABASE,,,,0,,COMPLETE_PROFILE_NO_QUALIFYING_INDICATOR,Profession comptable sans indicateur sportif ou physique qualifiant documenté. Le score proposé est donc 0.,MEDIUM,COMPLETE,Recherche fondée sur les tableaux de saison et les portraits individuels disponibles. Les performances réalisées pendant l’émission ne sont pas utilisées comme preuve physique.,ACCEPT_PROPOSAL
